Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,4,Female,3,1,Research Scientist,3,2543,4,No,13,3,2,6,3,2,2,2
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,Male,4,2,Sales Executive,4,5304,8,Yes,13,3,2,9,2,5,2,0
55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,3,Female,3,4,Manager,4,16659,2,Yes,13,3,3,30,3,5,4,1
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,4,Female,3,2,Sales Executive,3,4260,1,Yes,12,3,4,5,4,5,2,0
30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,3,Male,3,1,Sales Representative,2,2476,1,No,18,3,1,1,3,1,0,0
26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,3,Male,3,1,Research Scientist,1,3102,0,No,22,4,3,7,3,6,4,0
22,No,Travel_Rarely,253,Research & Development,11,3,Medical,1,Female,3,1,Research Scientist,2,2244,1,No,13,3,4,2,3,2,1,1
36,No,Travel_Rarely,164,Sales,2,2,Medical,2,Male,2,3,Sales Executive,3,7596,1,No,13,3,2,10,3,10,9,9
30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,3,Male,3,1,Research Scientist,4,2285,9,Yes,23,4,3,3,3,1,0,0
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,4,Female,3,1,Laboratory Technician,1,3034,1,No,12,3,3,18,2,18,7,12
40,No,Travel_Rarely,759,Sales,2,2,Marketing,4,Female,3,2,Sales Executive,2,5715,7,No,12,3,3,8,3,5,4,1
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,2,Female,3,1,Laboratory Technician,1,2576,3,No,16,3,2,8,3,5,2,1
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,3,2,Manufacturing Director,2,4197,2,Yes,12,3,4,18,2,1,0,0
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,Male,2,4,Research Director,2,14336,1,No,11,3,3,25,3,25,10,3
40,No,Travel_Rarely,555,Research & Development,2,3,Medical,2,Female,2,2,Laboratory Technician,3,3448,6,No,22,4,2,20,3,1,0,0
54,No,Travel_Rarely,821,Research & Development,5,2,Medical,1,Male,3,5,Research Director,1,19406,4,No,11,3,3,24,2,4,2,1
34,No,Non-Travel,1381,Sales,4,4,Marketing,3,Female,3,2,Sales Executive,3,6538,9,No,15,3,1,6,3,3,2,1
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,2,Female,3,2,Manufacturing Director,1,4306,1,No,12,3,2,13,1,13,10,3
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,4,Male,3,1,Laboratory Technician,4,2258,7,No,20,4,1,8,3,3,2,1
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,3,Female,3,2,Healthcare Representative,3,4522,4,Yes,14,3,4,8,3,5,2,0
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Female,2,2,Sales Executive,4,4487,1,Yes,11,3,2,5,3,5,4,1
37,No,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,3,2,Research Scientist,3,4449,3,Yes,15,3,1,15,3,13,11,10
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,2,1,Laboratory Technician,1,2218,1,No,12,3,3,4,3,4,2,3
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,3,5,Manager,3,19197,1,Yes,14,3,3,21,3,21,8,1
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,4,4,Sales Executive,1,13212,9,No,11,3,4,36,2,7,7,7
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,3,2,Sales Executive,3,6577,0,No,11,3,2,6,3,5,4,4
41,No,Travel_Rarely,645,Sales,1,3,Marketing,2,Male,4,3,Sales Executive,1,8392,1,No,16,3,3,10,3,10,7,0
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,3,Male,3,2,Laboratory Technician,1,4558,1,No,12,3,4,10,3,10,0,1
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,3,1,Laboratory Technician,1,4031,5,No,13,3,3,6,3,2,2,0
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,2,3,Manufacturing Director,3,7969,2,Yes,14,3,3,28,3,5,4,0
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,3,1,Research Scientist,4,2654,3,No,21,4,4,8,2,2,2,0
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,4,Female,3,4,Manager,4,16555,2,No,13,3,4,31,1,5,2,1
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,Female,3,2,Research Scientist,3,4556,2,No,11,3,2,19,3,5,4,0
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,1,2,Manufacturing Director,4,6091,2,No,20,4,3,11,3,5,4,0
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,Female,3,5,Manager,1,19566,5,No,11,3,4,33,1,29,8,11
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,3,2,Manufacturing Director,3,4810,2,No,14,3,3,19,2,10,7,0
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,4,Female,2,2,Healthcare Representative,4,4523,0,No,11,3,4,7,4,6,5,0
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,3,1,Sales Representative,2,3202,1,Yes,16,3,2,6,3,5,3,1
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,4,Female,1,1,Sales Representative,3,2351,0,No,16,3,4,3,2,2,2,1
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,3,1,Laboratory Technician,4,1702,1,Yes,23,4,3,1,3,1,0,0
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,3,5,Manager,3,18041,0,No,14,3,4,21,3,20,15,1
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,3,1,Research Scientist,4,2886,1,No,22,4,2,3,1,3,2,0
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,3,1,Laboratory Technician,4,2097,4,No,15,3,3,9,1,5,3,1
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,2,3,Research Director,3,11935,1,No,18,3,3,10,3,10,2,0
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,2,1,Research Scientist,2,2546,5,No,16,3,2,6,4,2,2,1
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,Male,2,1,Human Resources,4,2564,1,No,12,3,3,1,4,1,0,0
30,No,Non-Travel,1398,Sales,22,4,Other,3,Female,3,3,Sales Executive,1,8412,0,No,11,3,3,10,3,9,8,7
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,2,4,Manager,4,14118,3,No,12,3,3,32,2,1,0,0
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,2,4,Manager,3,17046,0,No,15,3,2,28,3,27,10,15
30,No,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,3,1,Laboratory Technician,4,2564,0,No,14,3,3,12,2,11,7,6
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,2,3,Sales Executive,1,10266,4,No,19,3,4,22,4,18,13,13
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,3,2,Manufacturing Director,4,5070,5,No,13,3,3,20,3,5,0,0
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,3,4,Research Director,3,17861,6,No,13,3,3,26,1,3,2,0
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,4230,0,No,15,3,3,6,3,5,4,4
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,3,Female,3,2,Laboratory Technician,3,3780,7,No,11,3,3,19,3,1,0,0
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,2,1,Research Scientist,3,2768,3,No,12,3,3,14,3,7,3,5
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,2,3,Sales Executive,4,9071,2,Yes,19,3,3,15,3,3,2,1
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,3,3,Manufacturing Director,2,10648,1,No,25,4,4,13,4,13,8,0
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,3,3,Manager,3,13610,7,Yes,12,3,4,15,4,7,6,7
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,1,1,Laboratory Technician,4,3408,7,No,13,3,1,8,3,4,3,1
30,No,Travel_Rarely,413,Sales,7,1,Marketing,4,Male,3,1,Sales Representative,2,2983,0,No,14,3,1,4,3,3,2,1
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,3,3,Healthcare Representative,3,7632,4,Yes,12,3,3,10,3,8,7,0
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,Male,3,3,Healthcare Representative,3,9824,3,No,12,3,1,12,3,1,0,0
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,2,Female,3,3,Human Resources,1,9950,9,Yes,15,3,3,11,3,3,2,0
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,3,1,Laboratory Technician,3,2093,4,No,17,3,4,8,3,2,2,2
36,No,Non-Travel,635,Sales,10,4,Medical,2,Male,3,3,Sales Executive,4,9980,1,No,14,3,4,10,2,10,3,9
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,3,Male,2,1,Laboratory Technician,3,3894,5,No,16,3,3,4,3,2,2,1
48,No,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,3,2,Sales Executive,4,4051,2,No,14,3,1,14,3,9,7,6
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,Female,3,4,Manager,2,16835,3,No,23,4,4,37,3,10,9,7
41,No,Non-Travel,267,Sales,10,2,Life Sciences,4,Male,3,2,Sales Executive,4,6230,7,No,14,3,4,16,3,14,3,1
35,No,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,3,2,Sales Executive,3,4717,9,No,11,3,3,15,3,11,9,6
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,2,Female,3,4,Manufacturing Director,3,13237,7,No,15,3,3,22,3,20,6,5
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,3,Female,3,1,Laboratory Technician,3,3755,1,No,11,3,1,8,3,8,3,0
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,2,Male,3,2,Sales Executive,4,6582,4,Yes,13,3,3,10,4,6,5,0
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,4,Male,3,3,Manufacturing Director,1,7406,1,Yes,21,4,4,10,2,10,9,5
45,No,Travel_Rarely,561,Sales,2,3,Other,4,Male,3,2,Sales Executive,2,4805,0,No,19,3,2,9,4,8,7,3
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,2,Female,3,1,Human Resources,3,2741,0,Yes,11,3,2,8,2,7,7,1
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,4262,4,No,12,3,2,8,4,3,2,1
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,Female,4,4,Research Director,3,16184,4,No,19,3,3,10,3,6,1,0
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,3,Male,2,3,Manager,4,11557,9,No,21,4,3,10,2,5,4,0
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,2,Male,3,1,Sales Representative,2,1878,1,Yes,14,3,4,0,3,0,0,0
40,No,Non-Travel,1094,Sales,28,3,Other,3,Male,1,3,Sales Executive,1,10932,3,No,15,3,3,20,3,1,0,0
41,No,Non-Travel,509,Research & Development,2,4,Other,1,Female,2,2,Healthcare Representative,3,6811,2,Yes,17,3,1,10,3,8,7,0
26,No,Travel_Rarely,775,Sales,29,2,Medical,1,Male,3,2,Sales Executive,3,4306,5,No,12,3,1,8,3,0,0,0
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,Female,3,2,Sales Executive,3,4859,1,No,16,3,4,5,3,5,4,0
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,4,Male,4,2,Sales Executive,4,5337,1,No,12,3,4,10,3,10,7,5
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,3,Male,1,1,Laboratory Technician,4,2340,1,Yes,18,3,2,1,1,1,0,0
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,2,Female,3,3,Manufacturing Director,4,7491,4,No,17,3,4,12,4,6,5,1
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,Female,3,3,Healthcare Representative,3,10527,5,No,11,3,4,28,2,2,2,1
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,2,Female,3,4,Manager,1,16595,7,No,16,3,2,22,3,18,16,11
37,No,Non-Travel,142,Sales,9,4,Medical,1,Male,3,3,Sales Executive,2,8834,1,No,13,3,4,9,3,9,5,7
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,4,Male,3,2,Research Scientist,1,5577,3,Yes,12,3,2,18,3,10,9,6
32,Yes,Non-Travel,1474,Sales,11,4,Other,4,Male,4,2,Sales Executive,3,4707,8,No,12,3,4,6,3,4,2,1
24,No,Travel_Frequently,535,Sales,24,3,Medical,4,Male,3,1,Sales Representative,4,2400,0,No,13,3,3,3,3,2,2,2
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,3,Female,3,2,Healthcare Representative,3,9824,3,No,19,3,3,18,3,1,0,0
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,2,Female,3,2,Manufacturing Director,2,6447,6,No,12,3,2,8,2,6,5,4
49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,4,Male,2,5,Research Director,3,19502,1,Yes,17,3,3,31,3,31,9,0
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,2,Male,4,1,Research Scientist,4,2725,1,Yes,11,3,2,6,3,6,5,1
26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,Male,3,2,Sales Executive,2,6272,1,No,20,4,4,6,4,5,3,1
24,No,Travel_Rarely,823,Research & Development,17,2,Other,4,Male,2,1,Laboratory Technician,2,2127,1,No,21,4,4,1,3,1,0,0
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,Male,3,5,Manager,2,18200,1,No,11,3,3,32,3,32,5,10
25,No,Travel_Rarely,622,Sales,13,1,Medical,2,Male,3,1,Sales Representative,3,2096,1,No,11,3,3,7,3,7,4,0
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,Female,3,1,Laboratory Technician,3,2886,1,Yes,16,3,4,6,3,6,3,1
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,2,Male,2,1,Sales Representative,1,2033,1,No,18,3,3,1,4,1,0,0
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,2,Male,2,1,Research Scientist,4,3622,1,Yes,13,3,4,6,3,6,5,1
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,2,Male,3,2,Sales Executive,1,4233,2,No,17,3,3,9,1,3,1,1
35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,Male,2,2,Laboratory Technician,4,3681,4,No,14,3,4,9,3,3,2,0
31,No,Travel_Rarely,525,Sales,6,4,Medical,1,Male,4,2,Sales Executive,4,5460,4,No,22,4,4,13,4,7,7,5
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,Female,2,1,Research Scientist,3,2187,0,No,12,3,3,6,2,5,3,0
37,No,Travel_Rarely,558,Sales,2,3,Marketing,4,Male,3,2,Sales Executive,3,9602,4,Yes,11,3,3,17,2,3,0,1
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,4,Female,2,1,Research Scientist,2,2836,1,No,13,3,4,1,4,1,0,0
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,3,Female,3,2,Healthcare Representative,4,4089,1,No,13,3,2,10,3,10,2,2
43,No,Travel_Rarely,782,Research & Development,6,4,Other,2,Male,2,4,Research Director,4,16627,4,Yes,14,3,3,21,2,1,0,0
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,3,Female,3,1,Research Scientist,1,2619,3,No,17,3,4,8,2,0,0,0
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,4,Male,3,2,Laboratory Technician,3,5679,3,Yes,13,3,2,10,3,8,7,4
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,4,Female,2,4,Manager,1,15402,7,No,11,3,1,21,1,3,2,0
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,Female,2,2,Human Resources,3,5985,4,No,11,3,2,10,4,2,2,0
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,3,Female,3,1,Sales Representative,3,2579,1,Yes,18,3,4,8,3,8,2,0
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,3,Male,3,1,Sales Representative,1,3041,0,No,11,3,2,5,3,4,3,0
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,3,Male,3,1,Sales Representative,3,3447,1,No,11,3,3,3,3,3,2,1
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,4,Male,3,5,Manager,4,19513,4,Yes,12,3,1,26,4,2,2,0
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,Male,3,1,Research Scientist,3,2773,0,No,20,4,4,3,3,2,2,2
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,3,Male,3,2,Sales Executive,3,7104,0,No,12,3,4,6,3,5,0,1
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,Female,3,2,Research Scientist,4,6322,1,Yes,12,3,4,6,2,6,4,0
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,3,Female,3,1,Research Scientist,3,2083,1,No,20,4,3,1,3,1,0,0
53,No,Travel_Rarely,238,Sales,1,1,Medical,4,Female,3,2,Sales Executive,1,8381,7,No,20,4,4,18,4,14,7,8
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,2,Male,3,1,Research Scientist,4,2691,1,No,12,3,4,10,2,10,9,8
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,Female,3,2,Sales Executive,1,4286,2,No,14,3,4,5,3,1,1,0
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,3,Female,3,1,Laboratory Technician,4,2659,1,Yes,13,3,3,3,3,3,2,0
37,No,Travel_Rarely,482,Research & Development,3,3,Other,3,Male,3,3,Manufacturing Director,3,9434,1,No,15,3,3,10,3,10,7,7
29,No,Travel_Rarely,1176,Sales,3,2,Medical,2,Female,3,2,Sales Executive,3,5561,1,No,14,3,1,6,2,6,0,1
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,2,Male,1,2,Research Scientist,4,6646,1,No,13,3,2,17,3,17,11,11
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,3,Male,3,2,Healthcare Representative,4,7725,3,No,23,4,3,15,1,13,11,4
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,3,Male,3,3,Human Resources,2,10725,2,No,15,3,3,16,4,9,7,7
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,2,Male,2,2,Manufacturing Director,2,8847,2,Yes,11,3,3,13,3,3,2,0
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,Male,2,1,Research Scientist,4,2045,0,No,13,3,4,5,3,4,2,1
20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,4,Male,3,1,Research Scientist,3,1009,1,Yes,11,3,4,1,3,1,0,1
33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,Male,3,1,Research Scientist,1,3348,1,Yes,11,3,1,10,3,10,8,9
35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,1281,1,No,18,3,3,1,3,1,0,0
23,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,Male,4,1,Research Scientist,1,2819,2,No,16,3,1,5,4,3,2,0
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,4,Male,4,2,Sales Executive,2,4851,0,No,22,4,3,4,3,3,2,1
38,No,Travel_Rarely,243,Sales,7,4,Marketing,4,Female,2,2,Sales Executive,4,4028,0,No,20,4,1,8,3,7,7,0
29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,2,Male,1,1,Research Scientist,4,2720,1,No,18,3,4,10,3,10,7,2
48,No,Travel_Rarely,817,Sales,2,1,Marketing,2,Male,4,2,Sales Executive,2,8120,3,No,12,3,4,12,3,2,2,2
27,No,Travel_Frequently,1410,Sales,3,1,Medical,4,Female,4,2,Sales Executive,4,4647,1,Yes,20,4,2,6,3,6,5,0
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,4,Male,4,1,Research Scientist,4,4680,3,No,17,3,1,4,3,1,0,0
50,No,Travel_Rarely,1207,Research & Development,28,1,Medical,4,Male,4,1,Laboratory Technician,3,3221,1,Yes,11,3,3,20,3,20,8,3
34,No,Travel_Rarely,1442,Research & Development,9,3,Medical,4,Female,2,3,Healthcare Representative,2,8621,1,No,14,3,2,9,4,8,7,7
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,Female,3,2,Sales Executive,3,4577,9,No,14,3,1,4,3,2,2,2
39,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,4,Female,2,2,Healthcare Representative,3,4553,1,No,11,3,1,20,3,20,7,11
32,No,Travel_Rarely,929,Sales,10,3,Marketing,4,Male,3,2,Sales Executive,4,5396,1,No,12,3,4,10,2,10,7,0
50,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,2,Male,3,2,Sales Executive,3,6796,3,Yes,14,3,1,18,3,4,3,1
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,2,Female,4,2,Healthcare Representative,4,7625,0,No,13,3,3,10,2,9,7,1
27,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,3,Female,3,3,Manufacturing Director,1,7412,1,No,11,3,4,9,3,9,7,0
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,3,Female,3,3,Research Director,4,11159,3,No,15,3,4,10,3,7,7,7
47,No,Travel_Rarely,703,Sales,14,4,Marketing,4,Male,3,2,Sales Executive,1,4960,2,No,12,3,4,20,3,7,7,1
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,4,Male,2,3,Sales Executive,1,10475,5,Yes,21,4,3,20,3,18,13,1
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,3,Male,4,4,Research Director,3,14814,3,No,19,3,3,32,3,5,1,1
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,2,Male,2,5,Manager,4,19141,3,No,15,3,2,23,2,21,6,12
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,Male,3,2,Sales Executive,1,5405,8,No,14,3,4,10,3,2,2,2
27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,4,Male,3,3,Manufacturing Director,1,8793,1,No,21,4,3,9,2,9,7,1
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,4,Male,2,5,Manager,3,19189,1,No,12,3,2,22,3,22,7,2
50,No,Travel_Rarely,316,Sales,8,4,Marketing,4,Male,3,1,Sales Representative,2,3875,7,No,15,3,4,4,3,2,2,2
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,Female,1,1,Research Scientist,2,2216,7,Yes,13,3,4,10,3,7,7,3
36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,Female,4,3,Research Director,1,11713,9,No,14,3,1,10,3,8,7,0
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,3,Female,3,3,Manufacturing Director,3,7861,4,Yes,14,3,4,10,4,1,0,0
44,No,Non-Travel,381,Research & Development,24,3,Medical,1,Male,1,1,Laboratory Technician,3,3708,2,No,14,3,3,9,3,5,2,1
47,No,Travel_Frequently,217,Sales,3,3,Medical,4,Female,3,4,Sales Executive,3,13770,9,Yes,12,3,4,28,2,22,2,11
30,No,Travel_Rarely,501,Sales,27,5,Marketing,3,Male,3,2,Sales Executive,4,5304,7,No,23,4,4,10,2,8,7,7
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,3,Male,3,1,Sales Representative,3,2642,1,No,11,3,3,1,3,1,0,0
42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,3,Male,4,1,Research Scientist,3,2759,6,Yes,12,3,4,7,3,2,2,2
43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,4,Male,2,2,Sales Executive,4,6804,3,No,18,3,3,7,3,2,2,2
34,No,Travel_Rarely,970,Research & Development,8,2,Medical,2,Female,3,2,Healthcare Representative,3,6142,3,No,11,3,4,10,3,5,1,4
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,2,Male,3,1,Laboratory Technician,1,2500,1,No,14,3,4,5,4,4,3,0
39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,3,Female,4,2,Human Resources,2,6389,9,No,15,3,3,12,1,8,3,3
56,No,Travel_Rarely,832,Research & Development,9,3,Medical,3,Male,3,4,Healthcare Representative,4,11103,7,No,11,3,3,30,2,10,7,1
40,No,Travel_Rarely,804,Research & Development,2,1,Medical,4,Female,2,1,Research Scientist,4,2342,0,Yes,20,4,4,5,2,4,2,2
27,No,Travel_Rarely,975,Research & Development,7,3,Medical,4,Female,2,2,Healthcare Representative,1,6811,8,No,19,3,1,9,1,7,6,0
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,4,Male,3,1,Sales Representative,2,2297,1,No,14,3,4,2,3,2,2,2
53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,2450,2,No,17,3,4,19,3,2,2,2
35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,4,Female,3,2,Healthcare Representative,1,5093,2,No,11,3,1,16,4,1,0,0
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,Male,3,2,Laboratory Technician,4,5309,1,No,15,3,4,10,3,10,8,4
38,No,Travel_Rarely,268,Research & Development,2,5,Medical,4,Male,3,1,Research Scientist,3,3057,6,Yes,13,3,2,6,1,1,0,0
34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,2,Female,3,2,Manufacturing Director,1,5121,3,No,14,3,3,7,3,0,0,0
52,No,Travel_Rarely,621,Sales,3,4,Marketing,3,Male,2,4,Manager,1,16856,1,No,11,3,1,34,4,34,6,1
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,4,Male,3,1,Research Scientist,4,2686,1,Yes,13,3,3,10,2,10,9,7
25,No,Travel_Rarely,883,Sales,26,1,Medical,3,Female,3,2,Sales Executive,4,6180,1,No,23,4,2,6,2,6,5,1
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,2,Male,1,2,Sales Representative,3,6632,0,No,13,3,1,9,3,8,7,3
23,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,Male,4,1,Research Scientist,3,3505,1,No,18,3,4,2,3,2,2,0
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,2,Female,4,2,Sales Executive,3,6397,4,Yes,12,3,4,8,3,5,4,1
34,No,Travel_Rarely,304,Sales,2,3,Other,4,Male,3,2,Sales Executive,4,6274,1,No,22,4,3,6,3,6,5,1
